route_id, agency_id, route_short_name, route_long_name                                    , route_desc             , route_type, route_url, route_color, route_text_color, route_sort_order
3D      , Tije     , 3D              , Taman Kota - Penjaringan via Tubagus Angke         , Angkutan Umum Integrasi,          3,          , FDDB6A     , 000000          ,                 
3E      , Tije     , 3E              , Puri Kembangan - Sentraland Cengkareng             , Angkutan Umum Integrasi,          3,          , FDDB6A     , 000000          ,                 
3F      , Tije     , 3F              , Kalideres - Senayan Bank Jakarta                   , BRT                    ,          3,          , FDCB1C     , 000000          ,                 
3H      , Tije     , 3H              , St. Pesing - Kota                                  , BRT                    ,          3,          , FDCB1C     , 000000          ,                 
4B      , Tije     , 4B              , Stasiun Manggarai - UI                             , Angkutan Umum Integrasi,          3,          , 553C62     , FFFFFF          ,                 
4C      , Tije     , 4C              , Pemuda Merdeka - Bundaran Senayan                  , Angkutan Umum Integrasi,          3,          , 553C62     , FFFFFF          ,                 
4D      , Tije     , 4D              , Pulo Gadung - Kuningan                             , BRT                    ,          3,          , 512C62     , FFFFFF          ,                 
4E      , Tije     , 4E              , Rusun Jatinegara Kaum - Pulo Gadung                , Rusun                  ,          3,          , 5C5062     , FFFFFF          ,                 
4F      , Tije     , 4F              , Pinang Ranti - Pulo Gadung                         , Angkutan Umum Integrasi,          3,          , 553C62     , FFFFFF          ,                 
4K      , Tije     , 4K              , Pulo Gadung - Kejaksaan Agung                      , Angkutan Umum Integrasi,          3,          , 512C62     , FFFFFF          ,                 
5B      , Tije     , 5B              , Stasiun Tebet - Bidara Cina                        , Angkutan Umum Integrasi,          3,          , D48961     , 000000          ,                 
5C      , Tije     , 5C              , Cililitan - Juanda                                 , BRT                    ,          3,          , D46425     , 000000          ,                 
5F      , Tije     , 5F              , Kampung Melayu - Tanah Abang                       , Angkutan Umum Integrasi,          3,          , D48961     , 000000          ,                 
5M      , Tije     , 5M              , Kampung Melayu - Tanah Abang via Cikini            , Angkutan Umum Integrasi,          3,          , D48961     , 000000          ,                 
5N      , Tije     , 5N              , Kampung Melayu - Ragunan                           , Angkutan Umum Integrasi,          3,          , D48961     , 000000          ,                 
6A      , Tije     , 6A              , Ragunan - Balai Kota via Kuningan                  , BRT                    ,          3,          , 1BAC47     , FFFFFF          ,                 
6B      , Tije     , 6B              , Ragunan - Balai Kota via Semanggi                  , BRT                    ,          3,          , 1BAC47     , FFFFFF          ,                 
6C      , Tije     , 6C              , Stasiun Tebet - Kuningan                           , Angkutan Umum Integrasi,          3,          , 4CAC67     , 000000          ,                 
6D      , Tije     , 6D              , Stasiun Tebet - Bundaran Senayan                   , Angkutan Umum Integrasi,          3,          , 4CAC67     , 000000          ,                 
6H      , Tije     , 6H              , Senen - Lebak Bulus                                , Angkutan Umum Integrasi,          3,          , 4CAC67     , 000000          ,                 
6K      , Tije     , 6K              , Kuningan - Karet                                   , Angkutan Umum Integrasi,          3,          , 4cac67     , 000000          ,                 
6M      , Tije     , 6M              , Stasiun Manggarai - Blok M                         , Angkutan Umum Integrasi,          3,          , 4CAC67     , 000000          ,                 
6N      , Tije     , 6N              , Ragunan - Blok M via Kemang                        , Angkutan Umum Integrasi,          3,          , 4CAC67     , 000000          ,                 
6P      , Tije     , 6P              , Cibubur - Kuningan                                 , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
6Q      , Tije     , 6Q              , Galunggung - Casablanca via Epicentrum Raya        , Angkutan Umum Integrasi,          3,          , 4CAC67     , 000000          ,                 
6T      , Tije     , 6T              , Pasar Minggu - Velbak via Jeruk Purut              , Angkutan Umum Integrasi,          3,          , 4CAC67     , 000000          ,                 
6U      , Tije     , 6U              , Blok M - Pasar Minggu                              , Angkutan Umum Integrasi,          3,          , 4CAC67     , 000000          ,                 
6V      , Tije     , 6V              , Ragunan - Senayan Bank Jakarta                     , BRT                    ,          3,          , 1BAC47     , FFFFFF          ,                 
6W      , Tije     , 6W              , Duren Tiga - Blok M via Bangka Raya                , Angkutan Umum Integrasi,          3,          , 4cac67     , 000000          ,                 
7A      , Tije     , 7A              , Kampung Rambutan - Lebak Bulus                     , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7B      , Tije     , 7B              , Kampung Rambutan - Blok M                          , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7C      , Tije     , 7C              , Cibubur - Cawang Cililitan                         , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7D      , Tije     , 7D              , TMII - Pancoran                                    , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7E      , Tije     , 7E              , Kampung Rambutan - Ragunan                         , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7F      , Tije     , 7F              , Kampung Rambutan - Juanda via Cempaka Putih        , BRT                    ,          3,          , 914900     , FFFFFF          ,                 
7P      , Tije     , 7P              , Pondok Kelapa - Cawang Cililitan                   , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7Q      , Tije     , 7Q              , Blok M - PGC                                       , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7R      , Tije     , 7R              , Cibubur - Pluit                                    , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7T      , Tije     , 7T              , Cibubur - Tanjung Priok                            , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7U      , Tije     , 7U              , Cibubur - Ancol                                    , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7V      , Tije     , 7V              , Cibubur - Kampung Rambutan                         , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
7W      , Tije     , 7W              , Cawang - St. Kereta Cepat Halim                    , Angkutan Umum Integrasi,          3,          , 916131     , FFFFFF          ,                 
8A      , Tije     , 8A              , Jelambar - Juanda                                  , BRT                    ,          3,          , DD3393     , FFFFFF          ,                 
8C      , Tije     , 8C              , Kebayoran - Tanah Abang                            , Angkutan Umum Integrasi,          3,          , DD6AAB     , 000000          ,                 
8D      , Tije     , 8D              , Joglo - Blok M                                     , Angkutan Umum Integrasi,          3,          , DD6AAB     , 000000          ,                 
8E      , Tije     , 8E              , Bintaro - Blok M                                   , Angkutan Umum Integrasi,          3,          , DD6AAB     , 000000          ,                 
8K      , Tije     , 8K              , Batusari - Grogol                                  , Angkutan Umum Integrasi,          3,          , DD6AAB     , 000000          ,                 
8M      , Tije     , 8M              , Tanjung Duren - Tanah Abang                        , Angkutan Umum Integrasi,          3,          , DD6AAB     , 000000          ,                 
8N      , Tije     , 8N              , Kebayoran - Petamburan via Asia Afrika             , Angkutan Umum Integrasi,          3,          , dd6aab     , 000000          ,                 
9A      , Tije     , 9A              , Cililitan - Grogol                                 , BRT                    ,          3,          , 45A49E     , FFFFFF          ,                 
9C      , Tije     , 9C              , Pinang Ranti - Bundaran Senayan                    , BRT                    ,          3,          , 45A49E     , FFFFFF          ,                 
9D      , Tije     , 9D              , Pasar Minggu - Tanah Abang                         , Angkutan Umum Integrasi,          3,          , 66A4A0     , FFFFFF          ,                 
9E      , Tije     , 9E              , Kebayoran Lama - Jelambar                          , Angkutan Umum Integrasi,          3,          , 66A4A0     , FFFFFF          ,                 
9F      , Tije     , 9F              , Rusun Tambora - Pluit                              , Rusun                  ,          3,          , 85A4A2     , 000000          ,                 
9H      , Tije     , 9H              , Cipedak - Pasar Minggu                             , Angkutan Umum Integrasi,          3,          , 66A4A0     , FFFFFF          ,                 
9N      , Tije     , 9N              , Pinang Ranti - Simpang Cawang                      , BRT                    ,          3,          , 66A4A0     , FFFFFF          ,                 
B11     , Tije     , B11             , Summarecon Bekasi - Cawang                         , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
B13     , Tije     , B13             , Bekasi Barat - Blok M                              , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
B14     , Tije     , B14             , Bekasi Barat - Kuningan                            , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
B21     , Tije     , B21             , Bekasi Timur - Cawang                              , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
B41     , Tije     , B41             , Vida Bekasi - Cawang Sentral via Jatiasih          , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
BW1     , Tije     , BW1             , Sejarah Jakarta                                    , Bus Wisata             ,          3,          , FFB6DB     , 000000          ,                 
BW2     , Tije     , BW2             , Monas Explorer                                     , Bus Wisata             ,          3,          , FFB6DB     , 000000          ,                 
BW4     , Tije     , BW4             , Pencakar Langit                                    , Bus Wisata             ,          3,          , FFB6DB     , 000000          ,                 
BW9     , Tije     , BW9             , Kota Tua - PIK                                     , Bus Wisata             ,          3,          , FFB6DB     , 000000          ,                 
D11     , Tije     , D11             , Depok - Cawang Sentral via Cibubur                 , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
D21     , Tije     , D21             , Universitas Indonesia - Lebak Bulus                , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
D31     , Tije     , D31             , Cinere - Kuningan                                  , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
D32     , Tije     , D32             , Cinere - Bundaran Senayan                          , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
JAK.01  , Tije     , JAK.01          , Tanjung Priok - Plumpang                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                1
JAK.02  , Tije     , JAK.02          , Kampung Melayu - Duren Sawit                       , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                2
JAK.03  , Tije     , JAK.03          , Lebak Bulus - Andara                               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                3
JAK.04  , Tije     , JAK.04          , Grogol - Tubagus Angke                             , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                4
JAK.05  , Tije     , JAK.05          , Semper - Rorotan                                   , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                5
JAK.06  , Tije     , JAK.06          , Kampung Rambutan - Pondok Gede                     , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                6
JAK.07  , Tije     , JAK.07          , Tanah Abang - Grogol via Tawakal                   , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                7
JAK.08  , Tije     , JAK.08          , Roxy - Benhil                                      , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                8
JAK.09  , Tije     , JAK.09          , Roxy Mas - Karet                                   , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,                9
JAK.10  , Tije     , JAK.10          , Tanah Abang - Kota                                 , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               10
JAK.100 , Tije     , JAK.100         , Term. Pulo Gebang - Rusun Pinus Elok               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               85
JAK.102 , Tije     , JAK.102         , Blok M - Lebak Bulus                               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               86
JAK.105 , Tije     , JAK.105         , Stasiun Tebet - Rusun Cipinang Muara               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               87
JAK.106 , Tije     , JAK.106         , Term. Kampung Melayu - Term. Klender               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               88
JAK.107 , Tije     , JAK.107         , Jembatan Garden - Puri Beta                        , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               89
JAK.108 , Tije     , JAK.108         , Kramat Jati - Bambu Apus                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               90
JAK.10A , Tije     , JAK.10A         , Gondangdia - Cikini via Salemba Raya               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               11
JAK.10B , Tije     , JAK.10B         , Gondangdia - Cikini via Kramat Raya                , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               12
JAK.11  , Tije     , JAK.11          , Tanah Abang - Kebayoran Lama                       , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               13
JAK.110A, Tije     , JAK.110A        , Rusun Marunda - Terminal Terpadu Pulo Gebang       , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               91
JAK.112 , Tije     , JAK.112         , Terminal Tanah Merah - Pulo Gadung                 , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               92
JAK.113 , Tije     , JAK.113         , Rusun Sindang Koja - Kampung Sawah                 , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               93
JAK.115 , Tije     , JAK.115         , Term. Tj. Priok - Pegangsaan II IGI                , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               94
JAK.117 , Tije     , JAK.117         , Tanjung Priok - Tanah Merdeka                      , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               95
JAK.118 , Tije     , JAK.118         , Taman Waduk Papanggo - Kota Tua                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               96
JAK.12  , Tije     , JAK.12          , Tanah Abang - Kebayoran Lama via Pos Pengumben     , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               14
JAK.120 , Tije     , JAK.120         , JIS - Term. Muara Angke                            , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               97
JAK.13  , Tije     , JAK.13          , Tanah Abang - Jembatan Lima                        , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               15
JAK.14  , Tije     , JAK.14          , Tanah Abang - Meruya                               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               16
JAK.15  , Tije     , JAK.15          , Terminal Tanjung Priok - Rusun Marunda             , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               17
JAK.16  , Tije     , JAK.16          , Cililitan - Condet                                 , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               18
JAK.17  , Tije     , JAK.17          , Senen - Pulo Gadung                                , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               19
JAK.18  , Tije     , JAK.18          , Kalibata - Kuningan                                , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               20
JAK.19  , Tije     , JAK.19          , Pinang Ranti - Kampung Rambutan                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               21
JAK.20  , Tije     , JAK.20          , Cawang Sentral - Lubang Buaya                      , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               22
JAK.21  , Tije     , JAK.21          , Cililitan - Dwikora                                , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               23
JAK.22  , Tije     , JAK.22          , Dwikora - Halim                                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               24
JAK.23  , Tije     , JAK.23          , Senen - Pisangan Baru                              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               25
JAK.24  , Tije     , JAK.24          , Senen - Pulo Gadung via Kelapa Gading              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               26
JAK.25  , Tije     , JAK.25          , Pasar Rebo - Kalisari                              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               27
JAK.26  , Tije     , JAK.26          , Rawamangun - Duren Sawit                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               28
JAK.27  , Tije     , JAK.27          , Pulo Gebang - Rorotan                              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               29
JAK.28  , Tije     , JAK.28          , Pasar Rebo - St. LRT Harjamukti via Bulak Sereh    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               30
JAK.29  , Tije     , JAK.29          , Tanjung Priok - Sukapura                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               31
JAK.30  , Tije     , JAK.30          , Grogol - Meruya via Roxy                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               32
JAK.31  , Tije     , JAK.31          , Blok M - Andara                                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               33
JAK.32  , Tije     , JAK.32          , Lebak Bulus - Petukangan                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               34
JAK.33  , Tije     , JAK.33          , Pulo Gadung - Kota                                 , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               35
JAK.34  , Tije     , JAK.34          , Rawamangun - Klender                               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               36
JAK.35  , Tije     , JAK.35          , Pangkalan Jati - Rawamangun                        , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               37
JAK.36  , Tije     , JAK.36          , Cilangkap - Cililitan                              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               38
JAK.37  , Tije     , JAK.37          , Cililitan - Condet via Kayu Manis                  , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               39
JAK.38  , Tije     , JAK.38          , Bulak Ringin - Kampung Rambutan                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               40
JAK.39  , Tije     , JAK.39          , Kalimalang - Duren Sawit                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               41
JAK.40  , Tije     , JAK.40          , Harapan Baru - Pulo Gebang via Rawa Kuning         , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               42
JAK.41  , Tije     , JAK.41          , Kampung Melayu - Pulo Gadung                       , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               43
JAK.42  , Tije     , JAK.42          , Kampung Melayu - Pondok Kelapa                     , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               44
JAK.43B , Tije     , JAK.43B         , Tongtek - Tebet Eco Park (TEP) - Cililitan         , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               45
JAK.43C , Tije     , JAK.43C         , Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang, Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               46
JAK.44  , Tije     , JAK.44          , Andara - Stasiun Universitas Pancasila             , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               47
JAK.45  , Tije     , JAK.45          , Lebak Bulus - Ragunan                              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               48
JAK.46  , Tije     , JAK.46          , Pasar Minggu - Jagakarsa                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               49
JAK.47  , Tije     , JAK.47          , Pasar Minggu - Ciganjur via KB Ragunan             , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               50
JAK.48A , Tije     , JAK.48A         , Stasiun Tebet - Karet                              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               51
JAK.49  , Tije     , JAK.49          , Lebak Bulus - Cipulir                              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               52
JAK.50  , Tije     , JAK.50          , Kalideres - Puri Kembangan                         , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               53
JAK.51  , Tije     , JAK.51          , Taman Kota - Budi Luhur                            , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               54
JAK.52  , Tije     , JAK.52          , Kalideres - Muara Angke                            , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               55
JAK.53  , Tije     , JAK.53          , Grogol - Pos Pengumben via Slipi                   , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               56
JAK.54  , Tije     , JAK.54          , Grogol - Benhil                                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               57
JAK.56  , Tije     , JAK.56          , Grogol - Srengseng                                 , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               58
JAK.58  , Tije     , JAK.58          , Cilincing - Rorotan                                , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               59
JAK.59  , Tije     , JAK.59          , Rawamangun - Tanah Merah                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               60
JAK.60  , Tije     , JAK.60          , Kelapa Gading - Rusun Kemayoran                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               61
JAK.61  , Tije     , JAK.61          , Cempaka Putih - Pulo Gadung via Kelapa Gading      , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               62
JAK.64  , Tije     , JAK.64          , Lenteng Agung - Aseli                              , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               63
JAK.71  , Tije     , JAK.71          , Kampung Rambutan - Pinang Ranti                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               64
JAK.72  , Tije     , JAK.72          , Kampung Rambutan - Pasar Rebo via Poncol           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               65
JAK.73  , Tije     , JAK.73          , Pasar Rebo - St. LRT Harjamukti via Jln. Kiwi      , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               66
